Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
..5..38.7.382..4...9.........4.1.......724.......9.3.........8...6..192.4.36..7..,25,44,12,0,0,0,0,0,0,Easy,
....3...9.....541.95..2.....9.....47.6.7.4.9.17.....6.....6..21.293.....3...8....,26,40,15,0,0,0,0,0,0,Easy,
9..1..6.......3...251.4.9..5......6.6.8.1.3727......9.826.5.1.......2...3..8..2..,28,46,7,0,0,0,0,0,0,Easy,
..6..9.4...7.6....4..2.5...97.........56284.........32...7.3..8....8.7...6.5..1..,25,41,15,0,0,0,0,0,0,Easy,
...4.....76..8.....58.67..2.....192.1.47.2.5......648..97.14..831..7.......3.....,29,43,9,0,0,0,0,0,0,Easy,
..5........41..9.51..6.....67..35.9......95..3..7...4.......6..43.....2....2....7,23,44,14,0,0,0,0,0,0,Easy,
.8.2...3.9...85..4..4..95...51.7...3.9.4.2.1.7...9.25...96..3..4..92...8.6...8.2.,32,35,14,0,0,0,0,0,0,Easy,
.3.514.6...78.91....5...2...48...92..2..6..3....4.2......9.3....5.2.1.8..9.....7.,28,48,5,0,0,0,0,0,0,Easy,
.34..681.8..1...346..8......7..8.49.3.........6..5.12.9..4.....7..5...81.86..974.,31,41,9,0,0,0,0,0,0,Easy,
.8..1..4.72.4.5.89..4...1..1.8.7.4.35.......8..28.19.............75.23..3..6.7..4,30,42,9,0,0,0,0,0,0,Easy,
...2569...45.1.8.....4...2..2.3......13.2.....8.9........8...1..98.7.2.....5927..,27,50,4,0,0,0,0,0,0,Easy,
.2....4.8..3........8.64..3..617..4....5.......128..3...9.27..1..7.......3....8.6,25,49,7,0,0,0,0,0,0,Easy,
7...3915......5..3...6.1......1..8...3...8.67..9..64.5.2....7....3........492....,25,43,13,0,0,0,0,0,0,Easy,
6....37.5..8..9...3.1.8.29.18..4......59.68......3..74.17.9.5.8...8..9..8.94....7,32,38,11,0,0,0,0,0,0,Easy,
.9...3..82..81..4..7.....2.7....4..3.28...1.........8..8......43..4.2.57...3....9,25,41,15,0,0,0,0,0,0,Easy,
.9.....64..825........938...2...95..8...6...9..73...2...398........273..17.....9.,27,34,20,0,0,0,0,0,0,Easy,
.7...6..151....7....37...8....19.3.8..8...9.....52.6.7..76...9.23....4...6...3..2,28,38,15,0,0,0,0,0,0,Easy,
..2.4.5....9...7..1..6.3..4.7..6..9....5.4...41.....28...2.1............2..7.8..1,24,47,10,0,0,0,0,0,0,Easy,
..9..72...2.45.9.38...9..6.........9.483.............76...1..9..8.63.7.5..1..28..,27,47,7,0,0,0,0,0,0,Easy,
.2...6...958..12..7..2.4...6..7...85.........21...8..9...6.2..8..71..652...5...1.,28,45,8,0,0,0,0,0,0,Easy,
4.6.....52.3...9............7.8..45...86.5..3......1.......2....2...9.36.475...1.,24,40,17,0,0,0,0,0,0,Easy,
5..7..4.22.9..6....8.92.6....2.....48.....97...3.....6.4.39.1..3.5..1...1..8..3.7,29,42,10,0,0,0,0,0,0,Easy,
.....4.5.39...614..27.5.9..27.5.1.....8...2.....2.8.17..6.8.32..123...86.3.6.....,32,40,9,0,0,0,0,0,0,Easy,
.......8..97.1.3.6..547....5......627.6.91...4......97..356.....51.2.6.8.......5.,28,41,12,0,0,0,0,0,0,Easy,
.1.2.5.3.........53......1.1..6...4..4....6..96.8....2..215.9....8..4...49....3..,25,49,7,0,0,0,0,0,0,Easy,
..3.8.5...2.5.4.9..95...86.2.......8..7...3...86.5.92..68...25....218............,27,48,6,0,0,0,0,0,0,Easy,
.4.....2....954...9.5...3.4.94...25.....2......75634.....617...7.......5.862.597.,30,40,11,0,0,0,0,0,0,Easy,
3.7.4...1....78.5..8...2...7.2...6....3....751.8...4...6...7.......14.8.4.5.9...6,27,46,8,0,0,0,0,0,0,Easy,
.5.....2.9...7...8...219...5.......3...........7.8.6..83.....51.251.849.1...6...2,26,43,12,0,0,0,0,0,0,Easy,
..2.....8.....49...912...3....4..2..1..5...6.27..3...9.5....8....4..5..6..7..83..,25,43,13,0,0,0,0,0,0,Easy,
.2...6.....18....7.5...7..99.3.8.5......9......6.4.2.32..1...6.4....58.....4...1.,25,48,8,0,0,0,0,0,0,Easy,
.2......8...381.4.3..74.....7..3.98...9.....3.3..6.57.4..17.......825.6..5......7,28,50,3,0,0,0,0,0,0,Easy,
85....2.....6..1..6.9.....5..54.1...3.4.8.6.1...9.28..4.....9.6..1..4.....8....32,27,32,22,0,0,0,0,0,0,Easy,
1............198....3..264.7..5....4.6..3..7.4..8....9..7..425.....534..3........,25,51,5,0,0,0,0,0,0,Easy,
.9..5......3..7..1..74..62..3..8.1..7..9.1..4..8.7..9..42..83..8..5..9......4..6.,28,51,2,0,0,0,0,0,0,Easy,
1...7...84.6...3.9..8.1.2.....348.......5....63.1.7.25..7...1......8....8..2.9..6,27,50,4,0,0,0,0,0,0,Easy,
.3..5.8...6.7.1..3......74.3....74.69....8.1.7....42.9......17..5.3.9..8.7..2.3..,29,43,9,0,0,0,0,0,0,Easy,
....87.....8....9...3.15.2..9...8.7.61....53..8...4.1...7.91.6...1....4.....63...,26,49,6,0,0,0,0,0,0,Easy,
.9....74...6.9....12...56.....74.....45.6.92.....12.....16...93....7.5...53....6.,27,46,8,0,0,0,0,0,0,Easy,
...9.8.3.3........7...56.9285...34....3.....99.7..2.....26....7.........5..827.63,27,38,16,0,0,0,0,0,0,Easy,
.9832.....2.4...86.....7..9..9.3..717..1.6..313..9.4..8..9.....27...4.9.....7531.,32,35,14,0,0,0,0,0,0,Easy,
..854.79.....6......53...6.6..7.52...73......2..9.45....24...3.....1......729.68.,28,44,9,0,0,0,0,0,0,Easy,
...67..9.69.3...2...8...3.....9.8.649...1...528.5.4.....4...1...5...6.83.1..53...,29,45,7,0,0,0,0,0,0,Easy,
8..5.9..3..7.8.5...1.3...6.7..2.68.9.8.....5.1.38.5..7.7...1.3...1.6.4..5..7.3..6,32,45,4,0,0,0,0,0,0,Easy,
.35...87..9.2.8.3...2...1.....4.6.....8...4..41.3.2.98.7.....2....913...3.......5,27,35,19,0,0,0,0,0,0,Easy,
.98.5.........9..2...178..3.85.2.4..6.37.49.5..7.6.23.8..247...7..3.........8.34.,32,44,5,0,0,0,0,0,0,Easy,
..27956....82.41....4.8.9..2.......7..6...2...73...86...5.1.7.....426...3.......9,28,40,13,0,0,0,0,0,0,Easy,
.1.9.647...62.....49...81...7...38..3......1..4...57..53...29....85......2.6.738.,30,47,4,0,0,0,0,0,0,Easy,
46.....39.8..3..5....276...3.9...4.5.7.4.9.6.1.......7..71.53...........8.......2,26,51,4,0,0,0,0,0,0,Easy,
..3.....1.91..4.3.4..8..6......7...52..461..39...5......8..5..6.2.1..35.5.....2..,27,34,20,0,0,0,0,0,0,Easy,
....2....69.3.5.7243.....51.........2..458..7.7.....3....563....2.....9...52894..,28,46,7,0,0,0,0,0,0,Easy,
.1.8.63..........15.97..4..6...3.9.7...5.1...4.7.6...3..2..56.41..........84.3.7.,28,49,4,0,0,0,0,0,0,Easy,
3....1.8..6173.5.......5..3..749...5..4...........7..1.3.....2.4.6...3...89.1...4,26,40,15,0,0,0,0,0,0,Easy,
..75.29.....7.9....954.183..81.5.64...3...7...7.....5.7.......58.......64...9...3,28,52,1,0,0,0,0,0,0,Easy,
.7...2.4..854.......6957...3.....8.4..4.....17.....2.6..9624....673......4...8.3.,28,37,16,0,0,0,0,0,0,Easy,
.13..........5.84.5...9.....4...72......4..3.26.....1...8....57.725....6..5..3...,24,51,6,0,0,0,0,0,0,Easy,
9..5.138.7.....2....3....7....1.9.67.........15.2.3....7....8....5.....6.198.5..3,26,39,16,0,0,0,0,0,0,Easy,
7.9.......35.....81...........9.4..1..7..6923.2........5.8..1......3...2..6..2.7.,23,46,12,0,0,0,0,0,0,Easy,
6.......5.85...49..4.3.9.7...2...8..4.7.3.2.6.6.....4..7.5.8.6....712.....4...5..,28,41,12,0,0,0,0,0,0,Easy,
...2..75..72...4....4..598...8.23....9...6.....6.57.....3..921..29...5.....6..37.,28,36,17,0,0,0,0,0,0,Easy,
62.54...9..5...6.4.9.6...3....2.71.39.......27.24.6....3...8.9.8.6...2..2...64.85,32,37,12,0,0,0,0,0,0,Easy,
.4.......6.2.......59..74.............31.9..75.7.26......85.9....4.71.83.7...3.16,27,48,6,0,0,0,0,0,0,Easy,
.32...19...8...3....94.17....1...8..38..9..16....6.....7..2..8.81.7.6.49...8.9...,29,44,8,0,0,0,0,0,0,Easy,
8..32.7.4.1....83...9.4.......8714.........2....2963....7.1.....5....26.3..65.9.1,29,48,4,0,0,0,0,0,0,Easy,
.5.6.9.8...6...5...9.7.2.4.7...2...5....7....5.9...8.2.6.....3...2.1.6..3.8...7.4,27,38,16,0,0,0,0,0,0,Easy,
.7...4...5......73.93.8.5...1...38...8.745.1...51...6...7.1.25.15......8...5...9.,29,35,17,0,0,0,0,0,0,Easy,
..........6.982.1.5..763..2.4.....2.8...1...4..5.9.3.....1.9...13.8.4.969...5...7,29,49,3,0,0,0,0,0,0,Easy,
.3...5...4..1.6..26...8...9..8..27.33...7...62.64..8..8...4...71..5.9..4...8...2.,29,44,8,0,0,0,0,0,0,Easy,
..........65...48...24871..8...4...9..49238....3...6...............7.....572.631.,26,52,3,0,0,0,0,0,0,Easy,
..1.....9.....328.362....1....6.85.7.......9....3.21.4986....4......762...4.....3,27,50,4,0,0,0,0,0,0,Easy,
31.78...4.4.9...38..6...2......6..418..1.4..245..9......4...9..69...1.8.5...29.76,32,36,13,0,0,0,0,0,0,Easy,
..325..4.....48..51.........5...92..91..65....6...34..4............94..3..987..1.,26,31,24,0,0,0,0,0,0,Easy,
..52.34...32.7.91............7.9.6.....837...1..4.2..9.68.4.12..........4.9...5.8,28,48,5,0,0,0,0,0,0,Easy,
.971..5..8......941.6....8....51...9.4.2.9......67...82.4....7.5......43.719..8..,29,41,11,0,0,0,0,0,0,Easy,
....2....6..1.8..5.75.9.24...94.25...4.....8.8.1...4.9.........283.1.754..4.3.6..,30,45,6,0,0,0,0,0,0,Easy,
....5....8..2.1..6..1...2.....9.8....156.793.68.....415...8...27..5.9..3.........,26,51,4,0,0,0,0,0,0,Easy,
6..4.5..8.2.....6...53.67..45.....87.6..4..5.1..8.2..9...........37.15..5...3...6,28,33,20,0,0,0,0,0,0,Easy,
.6.....9....4.721.....3....79..5..6...1...3...26..9.......9......756.43....1.....,23,44,14,0,0,0,0,0,0,Easy,
8......2..538.2..1.21.3.....1.2..4.......3715.8.9..2...48.5.....354.8..99......5.,30,39,12,0,0,0,0,0,0,Easy,
...47...3..1..258...3.6...22.....4...1.5.9...3.....2....4.8...5..8..379....15...6,27,50,4,0,0,0,0,0,0,Easy,
..5.9.1......7.......546...21.....97..........8.2.1.3.7..8.5..35..913..4.6.....1.,26,53,2,0,0,0,0,0,0,Easy,
3......1.......9.4.4..19.28..3...84.51....6..48..6..5......8.....5.....31375.....,26,38,17,0,0,0,0,0,0,Easy,
.2.5.......91.8.5.....4.1..57..8..3...2..14..84..9..7.....2.8....79.3.2..5.8.....,27,37,17,0,0,0,0,0,0,Easy,
...7.3..57.....2...5..247...75.36.9...4..5....69.87.4..2..798..4.....9.....5.8..2,30,35,16,0,0,0,0,0,0,Easy,
..5.7..2...23..7...6..1..5378.........49.7...59........1..3..97..34..6....9.8..4.,27,45,9,0,0,0,0,0,0,Easy,
4.....3.1...19....3.9..57....8.6..1..4.9.7.2..6..3.9....72..5.4....54...2.4.....6,28,41,12,0,0,0,0,0,0,Easy,
.7...3.6.9...7....284.....9.....9..542..3..175..8.....8.....756....8...3.1.6...4.,27,42,12,0,0,0,0,0,0,Easy,
.7..54.......3.8.6.3.8.2...4.6...9..38.....45..7...1.3...9.5.2.1.9.8.......34..1.,28,42,11,0,0,0,0,0,0,Easy,
.....52..62.3.1.......4.5.92..86..1..9......58..45..2.....8.3.678.9.2........68..,28,41,12,0,0,0,0,0,0,Easy,
25..3.9...........4.15.7.......1.....698....4.1.9..2.3...74.86..26.5.....8.......,25,39,17,0,0,0,0,0,0,Easy,
2...1..7...6..8....9....4.21.4.7...9..36.9.........5..5.14..6........2.73......5.,24,47,10,0,0,0,0,0,0,Easy,
.....37..9.....1.68.67....52.381.6......2......7.652.15....83.73.1.....8..85.....,29,43,9,0,0,0,0,0,0,Easy,
..59.62..7.1...6.9.9.3.......7....41.....97.6..3....92.7.1.....5.6...4.7..24.59..,29,40,12,0,0,0,0,0,0,Easy,
.5.....7..8......59...72....4....35683.....9.5.......81...25..4..87....3....147..,26,46,9,0,0,0,0,0,0,Easy,
8..1..76327.....4.1..9........5.31.7.........9.18.4........9..4.1.....82456..8..9,28,48,5,0,0,0,0,0,0,Easy,
...1.93..7.1.8.6..49..7....83.6...2.1........54.7...8.38..6....6.5.1.4.....5.38..,29,49,3,0,0,0,0,0,0,Easy,
.1..5..8...3.1...7...7.9..33.95.....8...2...5.....38.12..1.8...6...3.4...5..7..9.,27,36,18,0,0,0,0,0,0,Easy,
.2.....4....9.7...91.....38.5.1.8.2....324.....4...6....5.8.9.....596...8.......2,25,43,13,0,0,0,0,0,0,Easy,
19.5.7.43.7.4.9.6...4...8..6..3.1..4....2.....2..4..8.238.9.415...813............,30,45,6,0,0,0,0,0,0,Easy,
....3928..4....9..19..4...32..4.5.....4.....77..2.1...81..5...2.6....8......8345.,28,50,3,0,0,0,0,0,0,Easy,
.31.5.29..........8..9.3..76.......337.2.5.81.1.....5..8.....3.7...1...41.3.2.7.5,29,43,9,0,0,0,0,0,0,Easy,
..........2.86...34653..9....8..6...3..578..6...9..2....7..51942...31.6..........,27,45,9,0,0,0,0,0,0,Easy,
.7.2.....53.9.68.4......7..9.4.5...226.......1.7.2...8......3..82.3.94.1.9.8.....,28,46,7,0,0,0,0,0,0,Easy,
72...1...53.79........8.4....6...38..4.9.......7...65.....4.1..39.51....48...6...,26,50,5,0,0,0,0,0,0,Easy,
..25.83....3.2.7..95..1..46...632...6...5...2..9...5..57.....31.91...87..........,28,35,18,0,0,0,0,0,0,Easy,
2.5..8..7......8...8.637..55.4.2.7....28.63....8.5.1.29..473.8...7......3..2..9.1,32,40,9,0,0,0,0,0,0,Easy,
....2..979.....61....3.5.....8..........5....3..8.67...87..21..4.1...3.6.......4.,23,53,5,0,0,0,0,0,0,Easy,
94..8...5.....2.38.2......979.6...8...12.....85.4...1..8......1.....5.4363..9...7,28,51,2,0,0,0,0,0,0,Easy,
.........7.8.5.6.3..51.42..9..2.7..4...6.3....4.....3..3.....7..9..8..5...47.18..,26,53,2,0,0,0,0,0,0,Easy,
.4...386.6.34....57...65.4.1.5....2...7.5.1...6....5.7.7.29...33....72.4.516...8.,33,40,8,0,0,0,0,0,0,Easy,
...1..8.6....3....27...94...1.......4.987.5.3...3..7...2..8....1.5....2.3...5....,24,46,11,0,0,0,0,0,0,Easy,
.8..49.7.59.8...23..6...9..8..6.3.5.6.......2.5.9.2..8..8...1..36...5.97.1.29..3.,32,35,14,0,0,0,0,0,0,Easy,
3.1..6.5895.2...1.....58..36.9....2...4...9...7....1.64..86.....8...5.4259.7..8.1,32,35,14,0,0,0,0,0,0,Easy,
9....2.8....8.6...8.1..43..3.6...8..18.....75..9...2.3..87..5.2...4.1....5.6....1,28,42,11,0,0,0,0,0,0,Easy,
..1...2.53.75.1....5....67...976........8..4...219.....9....56.5.62.9.....8...9.7,28,44,9,0,0,0,0,0,0,Easy,
7....1.384..2.......583.9..9.....15...2...7...76.....9..7.546.......7..289.6....5,28,48,5,0,0,0,0,0,0,Easy,
..8.6..5.5.1..39...4.....86.2.3.9...1...8...5...5.7.6.35.....7...97..5.8.8..2.6..,29,38,14,0,0,0,0,0,0,Easy,
..1.6..9....9..2842.3.....7..........52..693....2..1..87..........3..........956.,23,48,10,0,0,0,0,0,0,Easy,
....96.4.6.21..5...932..71.8.....12.7.......4.25.....9.56..943...4..26.1.3.46....,32,48,1,0,0,0,0,0,0,Easy,
..69..2..7.3.14..9.1........62..8.3...7...8...8.3..42........7.2..74.6.3..8..21..,28,42,11,0,0,0,0,0,0,Easy,
....61.2.....5.4.7..7.49.6.4.8...3..6..4....81.2...7....5.34.1.....8.9.5....26.7.,29,50,2,0,0,0,0,0,0,Easy,
....7.31....3...74.3.6..2.83....9...81.....32...4....71.6..2.9.28...7....59.8....,28,46,7,0,0,0,0,0,0,Easy,
..9..73.......1..43.6...8...6.5...9...57....6.2.3...4.2.7...5.......5..2..1..29..,25,54,2,0,0,0,0,0,0,Easy,
.2.1...3.7..9.....3..............1...7.5492..46......3...8.43.........1.81.75..46,25,51,5,0,0,0,0,0,0,Easy,
2...6...3.1.235.7....7.9....5.....9.....1....3..5.7..2..48.62....5.2.1...82.5.94.,29,34,18,0,0,0,0,0,0,Easy,
.39.2.81..7...8.23..........9..8.6....14..78..5..9.1............8...6.45.14.5.36.,28,39,14,0,0,0,0,0,0,Easy,
....531...3.....5....4.1..85..9.83...19......7..1.52.....5.7..6.9.....7.....248..,26,39,16,0,0,0,0,0,0,Easy,
...26..1.4.....86......75...53...4..8.61.37.2..2...63...14......34.....6.9..76...,28,39,14,0,0,0,0,0,0,Easy,
.54...79...69.82..9.2...6.5..14.93...7.....2....1.5.....9...4..5..762..9.........,27,48,6,0,0,0,0,0,0,Easy,
.84...27.36.....852.9.5.1.3..81.93..1.......4...432......584..............3.1.8..,28,39,14,0,0,0,0,0,0,Easy,
...4....74...8..2...57..8..7.9...1..2.46......5.....7..4.895.3..1..3.7....3.6..5.,27,43,11,0,0,0,0,0,0,Easy,
.8.1..7..2.7......9...83.1........94....2....1...98.2........6..5.416.....98..3..,24,40,17,0,0,0,0,0,0,Easy,
2.1...8.44...3...1...4.1......6.3...13..2..59.2.5.4.8..........86..5..12..2.7.6..,28,51,2,0,0,0,0,0,0,Easy,
.3.....2.8..6.7..42.......6..67.13...........58..3..67.1.....4....5.4...92.....13,25,47,9,0,0,0,0,0,0,Easy,
.6.....9.9.36.47.2.5.9.2.4....2.5....7.....8....187...492...8615.......7....9....,28,39,14,0,0,0,0,0,0,Easy,
.2.8.4.1..........5...1...33.2...6.1...4.6.............6.....4.2.3...9.8.9.1.5.3.,23,50,8,0,0,0,0,0,0,Easy,
....98.3....6....5....7.84...5..43..6.4...7.9..12..5...87.4....1....7....9.58....,26,51,4,0,0,0,0,0,0,Easy,
9...2.3.17......5..1....9..8..93.....5..1..34....76...1...6.....7......636...7..5,25,50,6,0,0,0,0,0,0,Easy,
..9.4.....71..69.5..475....198.........3.4.........721....832..3.74..65.....9.4..,28,43,10,0,0,0,0,0,0,Easy,
4...72.5...14.3........54..2......93.........69......4..56........2.17...4.39...2,24,42,15,0,0,0,0,0,0,Easy,
........4.8.7..93171...4.2..3..1...9..8.3.7..9...4..8..7.4...58853..6.4.4........,29,40,12,0,0,0,0,0,0,Easy,
7.9...1.6..6.4.5...5.....2.....1......57.98..1..8.4..7....7.....982.371.6.......8,27,36,18,0,0,0,0,0,0,Easy,
...5.42...3...........2.4..1.9...3.....9.7.85..71.3.......4..9..2......6..53.9.4.,24,35,22,0,0,0,0,0,0,Easy,
..2.......3...1.6...6.357.8.273.4.....3.7.9.....5.863.3.965.8...6.4...5.......3..,29,35,17,0,0,0,0,0,0,Easy,
8....1...36.....21..5.....7.362.89....2.497...8...3......8...........16....4...32,25,38,18,0,0,0,0,0,0,Easy,
9.......54...2.6...73.6..2..2.5......4.9.7.8......2.9..1..5.87...7.8...15.......2,26,36,19,0,0,0,0,0,0,Easy,
.8......6....47..3..9....8.2.7.5..3..3.4.9.5..6..1.7.8.5....3..7..28....3......9.,26,44,11,0,0,0,0,0,0,Easy,
.7..4..1....2.7...54.....39..5...1.....3.5...26.....94..4...3.....571...8.......2,24,48,9,0,0,0,0,0,0,Easy,
5.....6.1.87..5.3.3...6..7..3.8.4.....1...4.....2.7.1..9..7...5.5.3..86.4.3.....7,28,42,11,0,0,0,0,0,0,Easy,
9..8..4.1.3..7....8.4....762..5..9.....24..5.3..7..8..4.8....35.9..2....5..3..1.4,29,43,9,0,0,0,0,0,0,Easy,
.3...2..8.48..9...1......54...6..9......5.871...7..3..7......19.24..7....8...6..7,26,45,10,0,0,0,0,0,0,Easy,
.59..6.....4.9.7.6.1.....432..7.1....7.....3....9.8..768.....2.4.5.6.8.....3..46.,28,49,4,0,0,0,0,0,0,Easy,
.7...2139....3...6...4..5..8.5.24..7.1....4..7.9.86..2...2..7......6...4.2...5963,30,48,3,0,0,0,0,0,0,Easy,
..3.......6...53.95..3..41..81.2...7.3..6..9.2...7.18..27..8..31.89...5.......8..,29,41,11,0,0,0,0,0,0,Easy,
..583..1.8.3..54...1..9..53.6......47.1.6.9.54......2.54..7..6...65..7.1.3..495..,33,45,3,0,0,0,0,0,0,Easy,
..6.9..3....6...5..81..5..4.3..2...14..9.....1.......3.4...28..5.........98.7...6,24,42,15,0,0,0,0,0,0,Easy,
7.1..5.32....3.7.43..8.6.1........9...3.8.1...7........3.7.4..94.6.9....92.3..6.8,29,50,2,0,0,0,0,0,0,Easy,
....7..291.6..5......1.....7.39...15.5.....6.68...79.3.....9......5..3.729..8....,26,46,9,0,0,0,0,0,0,Easy,
.....3.74....4...1...1....6.346.8...1..4.......9.......789.....5.....83.34..52...,24,47,10,0,0,0,0,0,0,Easy,
.2........1.23..4.83.5..........9.34.9...7..2...6...57..4...2.3...........79.8...,23,47,11,0,0,0,0,0,0,Easy,
...5.438.4.....97..7.......3....5.9....6.8....8.1....6.......2..58.....1.247.9...,24,43,14,0,0,0,0,0,0,Easy,
8...4...5....7..84..683.9..754........35..4..218........761.5......8..626...5...7,29,46,6,0,0,0,0,0,0,Easy,
.......6..72..........5.17......695.75..8...142...5.....4..3.8.........32.36.9...,24,43,14,0,0,0,0,0,0,Easy,
....9.1.5..........841...325..91.3..1.35..6..4..28.5...713...56.............4.7.1,28,51,2,0,0,0,0,0,0,Easy,
.8.5...9.6...4.....49.3...53...714...7.4.9.8...425...11...8.24.....9...3.3...4.1.,30,41,10,0,0,0,0,0,0,Easy,
...5....4.6...32.1..12.......7.82.4...9.5..8...4.61.3...67......3...47.5...1....6,27,50,4,0,0,0,0,0,0,Easy,
.2...69...3.5...2...72.8......1...79....8.1.....7...38..69.5....9.4...5..7...23..,26,46,9,0,0,0,0,0,0,Easy,
4....6..3..5.1.7...9....425......894.6.4......5..9....23...8...8...........34....,23,44,14,0,0,0,0,0,0,Easy,
.....8...2.8....3..192..87....8.63..8.6.4...5...5.37...719..42.9.4....8......7...,28,40,13,0,0,0,0,0,0,Easy,
..49.56..3.......7..7...8...4..1..6..8..2..5.6.......14.......69...8...2.3.7.6.1.,25,52,4,0,0,0,0,0,0,Easy,
..2.......861...4.7...3........7..2....4.3...17..8.....64....7..9.6......2.8..3.1,23,48,10,0,0,0,0,0,0,Easy,
.3..2...51..........9...86..6.....3...173..2.8..9.6.7....8.....4..25.......3.76..,24,38,19,0,0,0,0,0,0,Easy,
1.........7....89.3.8..6274.6..8......25.14......7..6.2157..6.8.83....4.........9,28,45,8,0,0,0,0,0,0,Easy,
...1.2....8..5...7.1....26...4.3....9..5..4.1..5.7.....4....68..7..9...4...2.6...,24,40,17,0,0,0,0,0,0,Easy,
...86.3....9.7....7.3...69.....2...732.4.7.614...1.....41...2.6....9.7....8.52...,28,47,6,0,0,0,0,0,0,Easy,
...........45.12..1..486..378.....92.1.....3..6.7.3.1.6...2...85.......7...917...,27,36,18,0,0,0,0,0,0,Easy,
...762....6.....2.7...3...58.4.7.9.16...2...4.9.....7..4.1.5.3.....8......3...2..,25,50,6,0,0,0,0,0,0,Easy,
89.....52..17.46......9....6.......9..2.3.8..1.7...5.4.6..2..8.3.9...4.7...973...,28,51,2,0,0,0,0,0,0,Easy,
...56.1....6...8.9.74.......2..1..5..85.2...6.4..7..8..39........1...5.8...23.6..,26,46,9,0,0,0,0,0,0,Easy,
..4.7.6.22........918.2.5.7.....132.....92........617.472.6.9.56..........3.1.2.4,30,43,8,0,0,0,0,0,0,Easy,
.....47...71.5..6.6..721.5.7.5...9...19...58...4...2.3.9.412..7.2..7.69...76.....,32,46,3,0,0,0,0,0,0,Easy,
.9.85..6.47...9.1.....3.8...62...5..8.........34...2......9.1..54...3.7..8.67..3.,27,51,3,0,0,0,0,0,0,Easy,
1........35..4.81.2.71..9.....82......2...5......93.....5..91.7.48.7..23........9,26,52,3,0,0,0,0,0,0,Easy,
..1.62....6...8.7...43..8.212....6..8.......4..6....519.8..73...1.9...4....63.5..,28,42,11,0,0,0,0,0,0,Easy,
42..8...3..5..1......2671.....9..7..294..5......1..4.....6538....9..2...53..9...1,28,48,5,0,0,0,0,0,0,Easy,
51.....69..........67.5.41...1.9.8..3..471..6..48.51..7...4...5............963...,27,50,4,0,0,0,0,0,0,Easy,
.8...1..61.....57..37......69.5...3.....83..545.2...8..79......8.....34..1...5..8,27,48,6,0,0,0,0,0,0,Easy,
...1..8...2......5.13.4...9..6.8.2..7.....9...8.5.27...4.....6......8..42..46..7.,25,33,23,0,0,0,0,0,0,Easy,
9..6..2.8...9..6..27..8.......2.5.81..3...5..45.8.9.......6..45..4..3...8.5..4..2,28,45,8,0,0,0,0,0,0,Easy,
........12...4.......9...6.48..3..57......4.69..2......4.32....71..8....85....3..,23,44,14,0,0,0,0,0,0,Easy,
..12...9.9.2..87...4.5...61.7..9.5.8...3.5...1.5.2..7.65...3.2...76..3.9.1...24..,32,39,10,0,0,0,0,0,0,Easy,
..3.9.14.62..4397.45......6.9..2....54.9.7.61....1..2.9......17.6725..93.14.3.6..,36,36,9,0,0,0,0,0,0,Easy,
..47.52..51.3.6.79.7.9.4.5...3.9.6..6.7...8.5.........94.....267.......4...6.2...,29,42,10,0,0,0,0,0,0,Easy,
....9..7.4..7.58...76..15...21....4.9...8...1.3....76...58..93...34.9..5.9..6....,29,51,1,0,0,0,0,0,0,Easy,
.....632.2.6.18...1..92..5.62....9...37.9.26...1....78.6..81..2...26.1.4.125.....,33,43,5,0,0,0,0,0,0,Easy,
..1.3.7.97.31.....8....2...3...86...4.6...8.1...47...5...5....4.....42.65.4.6.9..,28,46,7,0,0,0,0,0,0,Easy,
...4.9.7.97..6......8.7..5.23...5....6......9....3...8..19........32.....9.54.2..,24,43,14,0,0,0,0,0,0,Easy,
.5.....4.6.4...8.3.........19.....875..4.6..13...7...686.3.4.95..5...7.....7.1...,27,45,9,0,0,0,0,0,0,Easy,
2...8.5.6..85.6.3....1.42.....63.8..673.........49.7.....7.14....79.2.1.5...4.6.7,31,45,5,0,0,0,0,0,0,Easy,
2.6.....4..4.6..31...7.....5.1.3..2.....98.7...8.1.....3........4...28.3....71.4.,25,48,8,0,0,0,0,0,0,Easy,
.5..827..287...5....94..3.......74...3.....9...15.......8..16....5...921..265..3.,28,42,11,0,0,0,0,0,0,Easy,
.2.9..8.11......5....14.....7.6...3.5.2.1.4.6.4...3.7.....35....1......28.9..1.4.,27,39,15,0,0,0,0,0,0,Easy,
..6.1.9....5......94.2....63..5..89.5.9..821.7..9..63.41.7....8..7........2.3.4..,29,48,4,0,0,0,0,0,0,Easy,
1.8..3...6...............2..7.......45..6..32....519.48.4..5.......1.6..5..8.7.9.,24,40,17,0,0,0,0,0,0,Easy,
..81.2...52.....68.....53.72....8...83.....96...5....39.38.....47.....32...7.14..,28,49,4,0,0,0,0,0,0,Easy,
.1..4...23.9..........69.811....2.6.......1..4....8.5.....15.969.7.......8..2...3,25,41,15,0,0,0,0,0,0,Easy,
...1...8.9.6.4.1...14.3.25....4.1..7.81...49.3..9.7....73.9.54...5.1.7.2.2...4...,32,40,9,0,0,0,0,0,0,Easy,
